obs,pos_t_ratios,neg_t_ratios,med_vol_t_ratios,pos_coeffs,neg_coeffs,med_vol_coeffs
"2020-05-08 00:0",-0.417356295885773,-1.32788818382853,-0.427472600870604,-1.03624193658957,-3.76016951849777,-0.107281074082525
"2020-05-11 00:0",-0.384560248165907,-0.991364818738819,-0.34710758560022,-0.957108363656726,-2.86888755334626,-0.0863712670797995
"2020-05-12 00:0",-0.398420976244534,-1.01136420126439,-0.375436064693567,-0.988218675490322,-2.89028212933522,-0.0924893794211233
"2020-05-13 00:0",-0.418971223559783,-0.896926992514243,-0.57810238819337,-1.05531856378891,-2.60230587404107,-0.149284295945498
"2020-05-14 00:0",-0.439641600886958,-1.1266529780707,-1.3151493658223,-1.11197622212942,-3.26712739632897,-0.319306019689615
"2020-05-15 00:0",-0.463401123805782,-1.06406099812102,-1.30330095250081,-1.17255882041574,-3.07854867460464,-0.31445571236781
"2020-05-18 00:0",-0.53225952634051,-0.705778962560286,-0.881645457877789,-1.36694289950816,-2.12708565308103,-0.217548286742205
"2020-05-19 00:0",-0.551600801322582,-0.666927973823083,-0.586669027886068,-1.41392852914111,-2.02594716818903,-0.151166304417712
"2020-05-20 00:0",-0.542797807882153,-0.665794610418359,-0.560326207637548,-1.38738132958278,-2.01123548954322,-0.143354614410566
"2020-05-21 00:0",-0.763878755883378,-0.371839792174245,-0.722804417878917,-1.98098939372474,-1.16791510256867,-0.18000910305312
"2020-05-22 00:0",-0.756043965547704,-0.355837324680235,-0.65577791912914,-1.95607117679835,-1.12072435283885,-0.162767344807675
"2020-05-26 00:0",-0.938857070914367,-0.0996500835969587,-0.250210412583983,-2.54412284982342,-0.328182074116545,-0.0642487408068257
"2020-05-27 00:0",-0.938369604346886,-0.0590732884950626,-0.237050998277066,-2.54219148228114,-0.193884795916095,-0.0611208237256444
"2020-05-28 00:0",-1.0589598993802,-0.00540726165704645,-0.213211683894864,-2.8594445020813,-0.0176975629223316,-0.0543632451514253
"2020-05-29 00:0",-1.08159692894454,0.00781926587068046,-0.189047384843439,-2.90495694353435,0.0254985104017555,-0.0481991010096091
"2020-06-01 00:0",-1.10691961340147,0.12559040640006,-0.145349764150519,-2.96997824703695,0.40993414012338,-0.0370384798962625
"2020-06-02 00:0",-1.16878227599487,0.173178208292647,-0.185283557365096,-3.12859336780015,0.567292357756501,-0.047430758303946
"2020-06-03 00:0",-1.17294863037177,0.194519503465125,-0.178959172948319,-3.17903033149005,0.636213036470694,-0.0458190116921474
"2020-06-04 00:0",-1.19545762207203,0.217545106273309,-0.158871837940367,-3.22349871166455,0.709878656637102,-0.0406385159407154
"2020-06-05 00:0",-1.17430841861195,0.172640782971798,-0.225196234698779,-3.17086587789509,0.559663597736107,-0.056960599185696
"2020-06-08 00:0",-1.17027550151244,0.209941784862199,-0.237667186073146,-3.15256280802258,0.682721542696768,-0.060244587408259
"2020-06-09 00:0",-1.01571091057208,0.0401349122115708,-0.493348558964764,-2.75106503383796,0.130315248287755,-0.125299832911495
"2020-06-10 00:0",-0.88717243167099,0.0399296652930698,-0.418997947974317,-2.39246290391328,0.128289142939649,-0.104298604361544
"2020-06-11 00:0",-0.714352963986973,0.12539712294772,-0.393092596114929,-1.98204403434916,0.407757587321247,-0.0972323855762597
"2020-06-12 00:0",-0.713001203670149,0.143051397765803,-0.336538907521575,-1.97855098122244,0.465704393623558,-0.0830008755403532
"2020-06-15 00:0",-0.720676608601836,0.131543070264712,-0.343107368938287,-2.00524685716303,0.430021822658752,-0.0848813703752342
"2020-06-16 00:0",-0.723545492671288,0.118276409802792,-0.314349577824061,-2.01337075387469,0.387639658585614,-0.0764624847839155
"2020-06-17 00:0",-0.726743716664049,0.141863568751594,-0.331464955780497,-2.02226933171584,0.465334610240184,-0.0800547260727474
"2020-06-18 00:0",-0.699318624365124,0.163636542580165,-0.379957002351279,-1.95147047038507,0.536748600713085,-0.091207451865729
"2020-06-19 00:0",-0.771235498520725,0.248729266246884,-0.276312586436293,-2.13977118726712,0.812309558803422,-0.0662300268612603
"2020-06-22 00:0",-0.777591935975782,0.258285436137622,-0.289661912704896,-2.16092601579573,0.857763976982858,-0.0696806401172412
"2020-06-23 00:0",-0.762942538555787,0.190310168059197,-0.30362229468951,-2.15567902662143,0.649403873013373,-0.0729627067292103
"2020-06-24 00:0",-0.368707799412218,0.399729739271085,-0.128752535796803,-1.08730053947839,1.39520077419847,-0.03132114314873
"2020-06-25 00:0",-0.398303944743813,0.417891139238962,-0.118460910300706,-1.16771130765328,1.45408743900992,-0.028822671552535
"2020-06-26 00:0",-0.304811784675801,0.385515553578016,-0.197981990291845,-0.909743935215842,1.33227874282533,-0.0476230577912659
"2020-06-29 00:0",-0.235167760250742,0.426409986237775,-0.122045967331375,-0.716600409535142,1.4903499300129,-0.0295400587507088
"2020-06-30 00:0",-0.196296401438221,0.399848957258231,-0.0976047726298478,-0.597621420233911,1.39907255426663,-0.0236728548960035
"2020-07-01 00:0",-0.159316606082123,0.365585376811748,-0.100078749357003,-0.486853326019442,1.27293331307499,-0.0242981913340327
"2020-07-02 00:0",-0.159367707950875,0.310956719912977,-0.0373965311530367,-0.48706316134755,1.08258891949871,-0.00908192487410549
"2020-07-06 00:0",-0.310918058171086,0.390683976716556,0.0360193208937135,-0.951117934602152,1.36258957560875,0.00883611291411104
"2020-07-07 00:0",-0.224645153550094,0.434699383128611,0.128072235872074,-0.678928236160885,1.51498980162446,0.031790599895498
"2020-07-08 00:0",-0.261275676316266,0.466756816190633,0.12004255695077,-0.785711092359011,1.63401229906149,0.029813247612374
"2020-07-09 00:0",-0.270418943287688,0.447316661776708,0.191743617341564,-0.81573636083013,1.55339131249214,0.0479867297208255
"2020-07-10 00:0",-0.138781184880163,0.498126116814037,0.250316204754232,-0.422272853181278,1.75257059894217,0.0647839133592374
"2020-07-13 00:0",-0.131805195842671,0.404458853171166,0.199954100356994,-0.399891439713693,1.46832600581057,0.0517273917605967
"2020-07-14 00:0",-0.149283410756457,0.399400445731731,0.206687542507381,-0.452606540228551,1.45777520172441,0.0535053843898112
"2020-07-15 00:0",-0.320625571911872,0.485646958079999,0.448429038140297,-0.978310772562052,1.77363038545952,0.120845201430486
"2020-07-16 00:0",-0.293978778090974,0.484107230389881,0.46500017347682,-0.893168790677875,1.77262685162873,0.126639913382667
"2020-07-17 00:0",-0.296715394782777,0.437197512687752,0.449737406292008,-0.903640296677537,1.5899790672584,0.12148902987241
"2020-07-20 00:0",-0.291240670127956,0.41965005116707,0.397669897685674,-0.886672713492347,1.53153720168398,0.107497709511524
"2020-07-21 00:0",-0.207637295396111,0.415977548065151,0.388731793639589,-0.616471263695713,1.5173927460015,0.104600658084694
"2020-07-22 00:0",-0.232450883824961,0.462981266431855,0.406015678019764,-0.679623964867804,1.69068865177694,0.109268780475583
"2020-07-23 00:0",-0.352822865622978,0.624412260401858,0.625004952303556,-1.03325803014891,2.26166245850696,0.171769553165965
"2020-07-24 00:0",-0.374501919505355,0.643412781166415,0.64327942686274,-1.09262691028568,2.29634416481673,0.176277429596734
"2020-07-27 00:0",-0.361441819404207,0.683963547139307,0.647888860848303,-1.06135390835301,2.44708687099207,0.177545060141116
"2020-07-28 00:0",-0.457204615012173,0.891701420369774,1.24177902217051,-1.34975037818638,3.24625498310843,0.355922922319829
"2020-07-29 00:0",-0.514346637294254,0.888664640565523,1.25130216479118,-1.53410898299689,3.22593057179406,0.355671385311256
"2020-07-30 00:0",-0.545403889503854,0.929669457642992,1.26943424907228,-1.63037084673416,3.42943004841745,0.362360763199835
"2020-07-31 00:0",-0.472556017895993,0.910170530312802,1.27310157945305,-1.41791385669086,3.32318402904635,0.36280397719544
"2020-08-03 00:0",-0.467320939597688,0.902056601639191,1.27264873006572,-1.3962791989962,3.31040484629256,0.363719104501499
"2020-08-04 00:0",-0.47804539388839,0.944847119258171,1.21724220387003,-1.42920177521182,3.4681183447941,0.346272024004343
"2020-08-05 00:0",-0.521925195691402,0.914736056036418,1.29179455563103,-1.55795660418769,3.35851763976407,0.365818932982408
"2020-08-06 00:0",-0.520121759362276,0.914839694992091,1.30733724519772,-1.55361787432577,3.33038014340096,0.370415405719597
"2020-08-07 00:0",-0.521960770788218,0.944737346657195,1.31479144504347,-1.55389256937902,3.44624209773954,0.372357141140581
"2020-08-10 00:0",-0.493072968211509,0.919083942155337,1.33371187634803,-1.46657665016955,3.32973891452252,0.377713582015196
"2020-08-11 00:0",-0.570808036613333,1.02770033232167,1.19999836786331,-1.68947377412296,3.68647224257504,0.338634764040344
"2020-08-12 00:0",-0.577170560262902,0.993891767994732,1.19277250158523,-1.70753636423601,3.52636124574222,0.336681283882325
"2020-08-13 00:0",-0.579874891448366,1.15255022180014,1.25903191559858,-1.7231138874198,4.14764556580761,0.355501307639974
"2020-08-14 00:0",-0.580715262890986,1.17740430344563,1.27560369824865,-1.73051479456722,4.26024460666745,0.360618245505102
"2020-08-17 00:0",-0.545966920945509,1.12568885075417,1.23140729732972,-1.62946371076673,4.08701776129027,0.356017229329697
"2020-08-18 00:0",-0.58941478647429,1.12657714020529,1.38406515457566,-1.7585912896981,4.11506072627531,0.394793897622378
"2020-08-19 00:0",-0.592181373765082,1.11558425870273,1.38198796403422,-1.7768597557759,4.04804572681256,0.394453252427504
"2020-08-20 00:0",-0.556499990203467,1.16274692195634,1.41653495613446,-1.69927163074113,4.30132181071378,0.406869575713462
"2020-08-21 00:0",-0.564798200717499,1.18842745630019,1.38608370780035,-1.74214377446351,4.31377738117867,0.398825591007811
"2020-08-24 00:0",-0.54746302043113,1.26701377806344,1.35709652988506,-1.69242786276693,4.62916871480478,0.390346135958371
"2020-08-25 00:0",-0.525886300452039,1.28488122396496,1.33967607531393,-1.62255062791865,4.62719754576286,0.385774236127058
"2020-08-26 00:0",-0.526650953304493,1.28333503603693,1.33483078203897,-1.59354842136437,4.62192440593501,0.384392019626376
"2020-08-27 00:0",-0.447393703453799,1.18273562768356,1.3031219494208,-1.34995499056625,4.216663610312,0.375290298635578
"2020-08-28 00:0",-0.400572770622463,1.20359267572366,1.29847899840884,-1.18778442464622,4.28131628844047,0.373778480168103
"2020-08-31 00:0",-0.542537739779953,1.11763855827279,1.39852425872573,-1.60479325783787,3.98464509857318,0.402445183037807
"2020-09-01 00:0",-0.663902208665854,1.1956758296424,1.43888552014924,-1.9626867478552,4.06663714548703,0.411166795766057
"2020-09-02 00:0",-0.770586413306271,1.29452237179223,1.48403761573788,-2.26159300293058,4.38882048054182,0.422772926233292
"2020-09-03 00:0",-0.80685660849378,1.29087765351833,1.51185725513793,-2.35423983083988,4.37878771799739,0.430680927549632
"2020-09-04 00:0",-0.839112332433771,1.19245620730398,1.58630471840976,-2.43140247322344,4.02524557572835,0.450256557817045
"2020-09-08 00:0",-0.931506282337724,1.14736198805988,1.47567300193281,-2.71188288599764,3.88604140669227,0.416761204309309
"2020-09-09 00:0",-0.939606517302193,1.14714668776949,1.47395662042729,-2.72507113837068,3.88891983349633,0.417091045165648
"2020-09-10 00:0",-0.937515370745371,1.25054509571208,1.58566184910387,-2.71870158743404,4.23173440133302,0.447508560286394
"2020-09-11 00:0",-0.90438845575928,1.25727096125178,1.58792746422148,-2.65754849137617,4.27231869628064,0.450004684349248
"2020-09-14 00:0",-0.926450744006891,1.26112966341119,1.55662895079471,-2.72032329306693,4.29890095351866,0.440099715726834
"2020-09-15 00:0",-0.929717681602772,1.25132462393729,1.55784283342407,-2.73880045164333,4.28678501417461,0.44117313400559
"2020-09-16 00:0",-1.00105711551212,1.17198903125984,1.50125353573904,-2.97138455656878,4.02252833348845,0.42805429970307
"2020-09-17 00:0",-0.987274110921341,1.15205408292745,1.50041109487136,-2.89767276303647,3.96915688800031,0.42733014340985
"2020-09-18 00:0",-0.975757369640468,1.12829110849998,1.45544680689277,-2.87071923591064,3.89978422540501,0.419056609082216
"2020-09-21 00:0",-0.956712618944377,0.990059147355686,1.39198411368023,-2.82831755417516,3.4510885172425,0.403892077319851
"2020-09-22 00:0",-0.966185789278582,1.01251140322009,1.40475126276349,-2.86393416694763,3.50641131470969,0.405836241626534
"2020-09-23 00:0",-1.00430403996794,1.03166602377276,1.41748862041941,-2.97899011350567,3.57739398428057,0.41059595139811
"2020-09-24 00:0",-0.975091146457852,0.976873645554774,1.38031097370545,-2.89386718525174,3.38529931725633,0.399334928456794
"2020-09-25 00:0",-0.97941319329403,0.948214197692357,1.36287605737886,-2.89500410978228,3.27080083776119,0.393468191181391
"2020-09-28 00:0",-0.949917894325101,0.940902914182062,1.35175153724134,-2.79433741567729,3.19545143018065,0.391335464567001
"2020-09-29 00:0",-0.973825621741299,1.00234190411152,1.3676995525061,-2.85628819467464,3.32383469228423,0.396393071767187
"2020-09-30 00:0",-0.964618165237816,0.930285527219922,1.35490123682938,-2.82822461091599,3.07268292105953,0.392009843293705
"2020-10-01 00:0",-0.950295555896747,0.846755141221604,1.32104086766826,-2.7749885616375,2.77912330615208,0.381756656468682
"2020-10-02 00:0",-0.899330848211771,0.751255909510268,1.24394503880257,-2.62879704339955,2.45698496331825,0.362729485265218
"2020-10-05 00:0",-0.90322993893994,0.773634375943396,1.27238160416259,-2.63843927432898,2.5035986136311,0.368083271417943
"2020-10-06 00:0",-1.11047325060583,0.689410907952432,1.2733553301611,-3.25128811704189,2.24304797649856,0.366320755271606
"2020-10-07 00:0",-1.16738011967723,0.709912451628816,1.22419434268915,-3.40764072830965,2.30115056232605,0.354018000158638
"2020-10-08 00:0",-1.15070079090053,0.723002034183242,1.22746341184038,-3.36494407383166,2.34820380768425,0.355357392845462
"2020-10-09 00:0",-1.00704186968314,0.68748217146662,1.23820732533137,-2.91648203423843,2.24083242254617,0.357770327899726
"2020-10-12 00:0",-0.897162263466595,0.7575794353305,1.25706360758627,-2.60357731275713,2.46255543967348,0.356539382881499
"2020-10-13 00:0",-0.808824854800913,0.756841865230224,1.22773322446911,-2.33603922413556,2.46183836128417,0.349015082896152
"2020-10-14 00:0",-0.779698047002353,0.818096151362923,1.2381030117926,-2.24828501560008,2.6306399779366,0.352168888193929
"2020-10-15 00:0",-0.673238687331411,0.818619593895958,1.24277212167484,-1.9813693020442,2.65417408899489,0.354217701230819
"2020-10-16 00:0",-0.674927852988261,0.815555601107886,1.21229848363395,-2.00066234368216,2.63045674324411,0.344865095655395
"2020-10-19 00:0",-0.66060547873468,0.862630368589154,1.209066504306,-1.96098029807977,2.75750804814636,0.343805561296882
"2020-10-20 00:0",-0.57687937522522,0.848318646897289,1.19309470228529,-1.77671643056857,2.72885829768736,0.339989808819125
"2020-10-21 00:0",-0.5491586990504,0.8480713638625,1.20520787111675,-1.68898883926245,2.74667872274209,0.343634478284579
"2020-10-22 00:0",-0.370388686350157,0.764729223116879,1.11071775678936,-1.15552831122645,2.47531506889307,0.31669471226291
"2020-10-23 00:0",-0.464083850885069,0.82152967057395,1.1150253388909,-1.43894450898183,2.63442826433683,0.31790901771959
"2020-10-26 00:0",-0.331138593344136,0.726606165704931,1.10053272508025,-1.04817329909531,2.33710891870566,0.31428760863746
"2020-10-27 00:0",-0.231210176874218,1.01736517470248,1.25037214262452,-0.747007064703163,3.18051621176739,0.352235261931089
"2020-10-28 00:0",-0.339568557604886,1.12448474548365,1.33285900328146,-1.08791730983532,3.49133868777076,0.366034479481901
"2020-10-29 00:0",-0.299576139282722,1.18389683743623,1.45644151184339,-0.972916248424202,3.68600749919824,0.420019577183473
"2020-10-30 00:0",-0.31761647875163,1.16734613087417,1.42864795675014,-1.03492101413831,3.68703189896142,0.415935067585972
"2020-11-02 00:0",-0.31063139341134,1.21256676894231,1.49599399391132,-1.01104150210708,3.84644051947884,0.431542482612824
"2020-11-03 00:0",-0.325357441772816,1.22117773827957,1.68456871885013,-1.06040713751795,3.9020534564122,0.466679939159333
"2020-11-04 00:0",-0.370172614409985,1.25291182790871,1.70382054843028,-1.2021023430117,3.99048501573051,0.471058327378431
"2020-11-05 00:0",-0.389800903929702,1.26183268998498,1.68186733204334,-1.2798288867272,4.01077648776849,0.468723312223989
"2020-11-06 00:0",-0.428019120021105,1.27765300192797,1.65990315922551,-1.40312857012641,4.04607332782587,0.46047216983882
"2020-11-09 00:0",-0.39182796945093,1.59467514222657,1.55477884829057,-1.27797548630321,5.53689158786615,0.432423175644471
"2020-11-10 00:0",-0.387055370233091,1.64650462369126,1.51024712552632,-1.26612752098762,5.78257403991492,0.42358419045297
"2020-11-11 00:0",-0.399619749243486,1.641181481055,1.521303675866,-1.30962269596178,5.80272221703221,0.427509260609195
"2020-11-12 00:0",-0.385863188007828,1.65594721781515,1.52430019471685,-1.26255591050904,5.8710623702373,0.428646753056482
"2020-11-13 00:0",-0.387353721673796,1.67902632622558,1.53860698669652,-1.26844252187865,6.00039386573131,0.432717812174106
"2020-11-16 00:0",-0.525035777528406,1.61226818749277,1.49517585384625,-1.71955702387101,5.77151216411967,0.422801148815408
"2020-11-17 00:0",-0.52490092783833,1.60548579147715,1.49376118521238,-1.72231532088804,5.78081668800067,0.42380339983719
"2020-11-18 00:0",-0.530188165887051,1.6113473173224,1.49441563703593,-1.75305646513682,5.79468164103864,0.424103821526379
"2020-11-19 00:0",-0.537816489200212,1.63158435462959,1.48861635262315,-1.78156622165419,5.9102798044133,0.425188713602018
"2020-11-20 00:0",-0.53557420501244,1.61179184061972,1.47281472290942,-1.77848574232993,5.86317183697426,0.421845666067478
"2020-11-23 00:0",-0.481585125755632,1.6054339946406,1.46854227594761,-1.71071000006486,5.75997463873411,0.41957853319747
"2020-11-24 00:0",-0.478533230106972,1.59284118995459,1.46633811083607,-1.67716141857406,5.714328800424,0.418502322558364
"2020-11-25 00:0",-0.475053786802039,1.61943994759689,1.46889550952918,-1.66627080537623,5.83180612451813,0.418424897971518
"2020-11-27 00:0",-0.450397348658377,1.62578818506189,1.47477102174464,-1.57409529222046,5.84906818906748,0.419758425627369
"2020-11-30 00:0",-0.411871539016736,1.60899789605407,1.45731041060967,-1.43760958834738,5.81101009950976,0.415868462783853
"2020-12-01 00:0",-0.381403283166956,1.53521255966128,1.42160712169548,-1.33251550355984,5.5340395868799,0.405366403271055
"2020-12-02 00:0",-0.376633968979391,1.56256059084398,1.40597703758106,-1.31560231224895,5.65657133006291,0.401248661085082
"2020-12-03 00:0",-0.41481596455453,1.56675945845448,1.40960514477562,-1.47843518443261,5.68009967583389,0.401599855552153
"2020-12-04 00:0",-0.476376869417047,1.67106464717615,1.78549214578621,-1.70555764253961,6.05599411486689,0.506038866262558
"2020-12-07 00:0",-0.481180131134974,1.69805824833397,1.81549635843168,-1.72228409678365,6.1062693594681,0.516384657542004
"2020-12-08 00:0",-0.446870769071356,1.83892953627336,1.92260089882874,-1.58701325406565,6.66914505546783,0.550956317626142
"2020-12-09 00:0",-0.440924621217277,1.85035595747454,1.92955801267337,-1.56374475587388,6.68811205491564,0.55321745369761
"2020-12-10 00:0",-0.385460622396903,1.83564691374813,1.97788729249057,-1.37359777471264,6.67731314653887,0.56287195723774
"2020-12-11 00:0",-0.262297830839579,1.88807927166577,2.09845971455373,-0.941931118264171,6.91968120620321,0.598594624870987
"2020-12-14 00:0",-0.279010813407195,1.91423553121186,2.12508940944637,-1.00446312972843,7.00782947764446,0.605862291637348
"2020-12-15 00:0",-0.278398369363759,1.92440322760128,2.12630829151916,-1.00153322160988,6.99991780445419,0.605069439664305
"2020-12-16 00:0",-0.280213775326793,1.90847240602032,2.11282015263999,-1.00316511589346,6.95437364070792,0.599805778122981
"2020-12-17 00:0",-0.254404025544025,1.8680906478014,2.09326153531172,-0.911185858927851,6.79343957557017,0.594762968311409
"2020-12-18 00:0",-0.239277849706681,1.818655305746,2.08153390643075,-0.856935250033577,6.85449250580826,0.592502178950419
"2020-12-21 00:0",-0.33603152390121,1.90007732958408,2.13948230740511,-1.2064853952745,7.15354028909945,0.611608503458489
"2020-12-22 00:0",-0.355065767216255,1.91463494767336,2.14783168300403,-1.28064297248588,7.32731449740803,0.613585899729732
"2020-12-23 00:0",-0.412614144732894,1.96752586887317,2.17469639296336,-1.50613388768076,7.54627722699017,0.621777614619677
"2020-12-24 00:0",-0.431599309634313,1.98483845851424,2.20206963537036,-1.54828709688599,7.32867289343012,0.628010223956109
"2020-12-28 00:0",-0.423121301835988,1.92921487714494,2.18245422253564,-1.51382713367029,7.12874548974203,0.623055002436618
"2020-12-29 00:0",-0.553718042045949,1.9197508827078,2.14257630882785,-1.97457071110663,7.08563416258443,0.613733489115791
"2020-12-30 00:0",-0.725072937869651,1.88241642074318,2.2083662347564,-2.60694574033272,6.97790775890507,0.63025610506759
"2020-12-31 00:0",-0.787357411993931,1.88397260924043,2.20289099692095,-2.85492487846033,6.99924457134356,0.628242650771147
"2021-01-04 00:0",-0.782448386687607,1.83129164016081,2.26343407194691,-2.83697206241785,6.81668736062994,0.642816704709449
"2021-01-05 00:0",-0.859899010215358,1.82767968997576,2.4225806620389,-3.07729823990003,6.63187011869963,0.670278245942514
"2021-01-06 00:0",-0.980768226589946,1.84470044545173,2.56313177570425,-3.53181861360792,6.76720353643607,0.719632472300867
"2021-01-07 00:0",-1.00027551086429,1.93264769771664,2.64052521962118,-3.60883267553925,6.92895155970621,0.738775868185342
"2021-01-08 00:0",-0.966941114549256,1.89418682774957,2.60199307179678,-3.44343734056836,6.71589203048057,0.72779611322012
"2021-01-11 00:0",-0.958777885857808,1.86900870913212,2.62369140652335,-3.42046642197405,6.65646135510642,0.732610046084154
"2021-01-12 00:0",-0.843106522045855,1.85940590614654,2.59607476547141,-2.96291370216579,6.68095910334092,0.727191884254007
"2021-01-13 00:0",-0.8436490898403,1.89764310202791,2.62851966742376,-2.96435718297741,6.82177055038995,0.738187269793673
"2021-01-14 00:0",-0.889915419726382,1.87968750750931,2.60963485210856,-3.16104606366545,6.75593512372569,0.731947844140802
"2021-01-15 00:0",-0.888957994505083,1.90850299198192,2.58376354927702,-3.1416969894292,6.93944044197467,0.72524557675534
"2021-01-19 00:0",-0.72967786018685,1.88690052348705,2.54552047756247,-2.66065878738819,6.88240595169,0.71693925885793
"2021-01-20 00:0",-0.746388780312291,1.9318337552926,2.49144369060098,-2.70451341151682,7.03034927771387,0.703879195204615
"2021-01-21 00:0",-0.752241303151894,1.96171710878655,2.50912211167865,-2.72793889568709,7.13900142366996,0.708781262052275
"2021-01-22 00:0",-0.738867433261337,1.96224583565311,2.50577663143404,-2.67605778613814,7.1622636455823,0.708558486485367
"2021-01-25 00:0",-0.836629559748558,2.04053419053181,2.53287440734659,-3.04173995232186,7.45665508293158,0.718900640154009
"2021-01-26 00:0",-0.739739823032175,1.97685778926984,2.49472527965519,-2.76926361598219,7.29176898724007,0.712094886268229
"2021-01-27 00:0",-0.889765282401802,1.71133846331455,2.59136977404936,-3.34725621294614,6.2267241125782,0.737769241521152
"2021-01-28 00:0",-0.861647016295682,1.60866456041362,2.55225636945113,-3.23344841779546,5.94670573352505,0.760720446893977
"2021-01-29 00:0",-0.710736168791263,1.57865485213133,2.56687695161375,-2.63850006707641,5.89375991359476,0.772613516941482
"2021-02-01 00:0",-0.763147882025191,1.53016099044027,2.56405750612154,-2.83562218545225,5.73489269298993,0.773335767737843
"2021-02-02 00:0",-0.788497254331252,1.54788283543944,2.69155178640068,-2.94207537906478,5.78242993187238,0.793132965063633
"2021-02-03 00:0",-0.734241783740261,1.57855991209579,2.64624653604284,-2.79862663391248,5.8635999009058,0.790938660046923
"2021-02-04 00:0",-0.739593021349641,1.61494989856866,2.62917689343517,-2.80378306071226,6.01486412001618,0.790665986132282
"2021-02-05 00:0",-0.741948258905972,1.62306261519527,2.62905325484465,-2.80897952651954,6.02968459642379,0.790770451851095
"2021-02-08 00:0",-0.71068546555977,1.60495118183615,2.62891622120249,-2.70469348205609,5.95482407543665,0.79081219261462
"2021-02-09 00:0",-0.769352797277506,1.6044503088489,2.68980107481347,-2.98921387686541,5.96570732406146,0.80505578629123
"2021-02-10 00:0",-0.678616590009773,1.62410421243326,2.70665464236478,-2.61059040193913,6.02922024331687,0.808867026395296
"2021-02-11 00:0",-0.618434579413468,1.63446663877751,2.70086926496629,-2.39334907124095,6.05730873055684,0.806091317743993
"2021-02-12 00:0",-0.648230956627846,1.60588571712735,2.67981861107413,-2.5390537011799,5.98739981440052,0.799429570486548
"2021-02-16 00:0",-0.634286425428237,1.58588883239782,2.65966320335699,-2.49226769354602,5.90262007207248,0.794723736089652
"2021-02-17 00:0",-0.37812351222489,1.93791531541362,2.58766340708423,-1.43105262201887,6.88348574995523,0.77264000987831
"2021-02-18 00:0",-0.42611252607862,1.93723009072928,2.61247109161365,-1.60781761199125,6.86487991835692,0.784962881883233
"2021-02-19 00:0",-0.429764942632836,2.05208221323526,2.6671182799604,-1.63357560163354,7.28463506801217,0.804389341247938
"2021-02-22 00:0",-0.501365110002873,1.97276968582492,2.56933574412288,-1.89931577898271,7.0929686614401,0.780900134075171
"2021-02-23 00:0",-0.376747744335582,1.93315665429536,2.55990417005273,-1.43922900949568,6.98021739433136,0.779130748133955
"2021-02-24 00:0",-0.339744755134468,1.93865974878683,2.5273922693621,-1.29608111266189,6.98699454731174,0.771019130803062
"2021-02-25 00:0",-0.359023249919958,1.98328193826966,2.57093801022943,-1.37622979769902,7.12308271744696,0.782557337325691
"2021-02-26 00:0",-0.350764039037172,1.97399490365306,2.54342523043224,-1.34870527697287,7.10325044454264,0.782455765636193
"2021-03-01 00:0",-0.279718115421577,2.06992176082631,2.6574453435782,-1.07051540889543,7.42527441415817,0.804277616834796
"2021-03-02 00:0",-0.271088615646355,2.0583996569614,2.65919982556899,-1.03721062730568,7.29053848203009,0.803958532573475
"2021-03-03 00:0",-0.267556593364069,2.08984813485907,2.75297507995964,-1.01584806209213,7.40765750536891,0.818773144539452
"2021-03-04 00:0",-0.177536568648694,1.9863953546272,2.69422791156392,-0.673814041963085,7.16304982184748,0.81124275352329
"2021-03-05 00:0",-0.407405832183634,2.33393503652894,3.29702863362956,-1.55287987121186,8.15107942066718,0.951335196899211
"2021-03-08 00:0",-0.411154380336668,2.23704892865755,3.26854323502252,-1.56935327174538,7.8783660393284,0.934293750912394
"2021-03-09 00:0",-0.410627532756503,2.15734850410508,3.26611661298016,-1.54433110719992,7.63823986440632,0.924950434787445
"2021-03-10 00:0",-0.475409819437583,2.15550462167145,3.01727646744737,-1.76205521071768,7.38328472146318,0.82493192973321
"2021-03-11 00:0",-0.41203654711072,2.1796325555388,3.09697909532335,-1.50636780299238,7.44911258677075,0.857262220837515
"2021-03-12 00:0",-0.307963875832592,2.20052953567277,2.96094651881718,-1.11098240876049,7.54326617890349,0.82004785384199
"2021-03-15 00:0",-0.274838737400685,2.12358763464282,2.96677419302808,-0.995432820045135,7.2779547574634,0.81771885842362
"2021-03-16 00:0",-0.202577170399083,2.12644451259071,2.81297894555115,-0.724429551653468,7.3228726303268,0.788874565028407
"2021-03-17 00:0",-0.203878225325981,2.05788903984188,2.8409327290081,-0.731175336767335,7.11691221318399,0.789390076742216
"2021-03-18 00:0",-0.2287811599541,2.15911497783184,3.01340156946883,-0.792792845378142,7.33872611991617,0.829604853321332
"2021-03-19 00:0",-0.0286756595866831,2.10171412604751,2.96723057609026,-0.0977588568009272,7.18744905398151,0.82356934161588
"2021-03-22 00:0",-0.121044901073864,2.16299250154102,2.98412966195353,-0.416665645493692,7.38418758263157,0.826887477425842
"2021-03-23 00:0",-0.121522609157243,2.209126994282,2.95218482370943,-0.416237474246666,7.4747416352423,0.809202655866405
"2021-03-24 00:0",-0.0652876003525243,2.19130615825505,2.95671739000533,-0.224540727842293,7.43042130497152,0.810895829896863
"2021-03-25 00:0",-0.0872349729277584,2.18939938950758,2.95008739503568,-0.300089217507969,7.40721419943239,0.809906847683335
